"Year","GEO","Class of electricity producer","Type of electricity generation","UOM","VALUE","lastmonth"
2019,"Manitoba","Total all classes of electricity producer","Wind power turbine","Megawatt hours",886798,9
2019,"New Brunswick","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",3002774,9
2019,"New Brunswick","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",5015678,9
2019,"New Brunswick","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, electric utilities","Solar","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",12844768,9
2019,"New Brunswick","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",3947352,9
2019,"New Brunswick","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",878964,9
2019,"New Brunswick","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2019,"New Brunswick","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, industries","Solar","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2019,"New Brunswick","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",693367,9
2019,"New Brunswick","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",693367,9
2019,"New Brunswick","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2019,"New Brunswick","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2019,"New Brunswick","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2019,"New Brunswick","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",3002774,9
2019,"New Brunswick","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2019,"New Brunswick","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",5015678,9
2019,"New Brunswick","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2019,"New Brunswick","Total all classes of electricity producer","Solar","Megawatt hours",0,9
2019,"New Brunswick","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2019,"New Brunswick","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",13538135,9
2019,"New Brunswick","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",4640719,9
2019,"New Brunswick","Total all classes of electricity producer","Wind power turbine","Megawatt hours",878964,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",40740718,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Solar","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",42253527,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",1330873,9
2019,"Newfoundland and Labrador","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",181936,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Solar","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",382828,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",382828,9
2019,"Newfoundland and Labrador","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",40740718,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Solar","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",42636355,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",1713701,9
2019,"Newfoundland and Labrador","Total all classes of electricity producer","Wind power turbine","Megawatt hours",181936,9
2019,"Northwest Territories","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",251201,9
2019,"Northwest Territories","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Electricity producers, electric utilities","Solar","Megawatt hours",274,9
2019,"Northwest Territories","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",371759,9
2019,"Northwest Territories","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",120284,9
2019,"Northwest Territories","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",0,9
2019,"Northwest Territories","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Electricity producers, industries","Solar","Megawatt hours",0,9
2019,"Northwest Territories","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",390090,9
2019,"Northwest Territories","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",372763,9
2019,"Northwest Territories","Electricity producers, industries","Wind power turbine","Megawatt hours",17327,9
2019,"Northwest Territories","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2019,"Northwest Territories","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",251201,9
